item_id,status,created_at,sku,price,qty_ordered,grand_total,increment_id,category_name_1,sales_commission_code,discount_amount,payment_method,Working Date,BI Status, MV ,Year,Month,Customer Since,M-Y,FY,Customer ID
211131,complete,7/1/2016 0:00,kreations_YI 06-L,1950,1,1950,100147443,Women's Fashion,\N,0,cod,7/1/2016 0:00,,1950,2016,7,7/1/2016,7/1/2016 0:00,FY17,1
211133,canceled,7/1/2016 0:00,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147444,Beauty & Grooming,\N,0,cod,7/1/2016 0:00,Gross,240,2016,7,7/1/2016,7/1/2016 0:00,FY17,2
211134,canceled,7/1/2016 0:00,Ego_UP0017-999-MR0,2450,1,2450,100147445,Women's Fashion,\N,0,cod,7/1/2016 0:00,Gross,2450,2016,7,7/1/2016,7/1/2016 0:00,FY17,3
211135,complete,7/1/2016 0:00,kcc_krone deal,360,1,60,100147446,Beauty & Grooming,R-FSD-52352,300,cod,7/1/2016 0:00,Net,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,4
211136,order_refunded,7/1/2016 0:00,BK7010400AG,555,2,1110,100147447,Soghaat,\N,0,cod,7/1/2016 0:00,Valid,1110,2016,7,7/1/2016,7/1/2016 0:00,FY17,5
211137,canceled,7/1/2016 0:00,UK_Namkino All In One 200 Gms,80,1,80,100147448,Soghaat,\N,0,cod,7/1/2016 0:00,Gross,80,2016,7,7/1/2016,7/1/2016 0:00,FY17,6
211138,complete,7/1/2016 0:00,kcc_krone deal,360,1,60,100147449,Beauty & Grooming,\N,300,cod,7/1/2016 0:00,Net,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,7
211139,complete,7/1/2016 0:00,UK_Namkino Mix Nimco 400 Gms,170,1,170,100147450,Soghaat,\N,0,cod,7/1/2016 0:00,Net,170,2016,7,7/1/2016,7/1/2016 0:00,FY17,6
211140,canceled,7/1/2016 0:00,Apple iPhone 6S 64GB,96499,1,96499,100147451,Mobiles & Tablets,\N,0,ublcreditcard,7/1/2016 0:00,Gross,96499,2016,7,7/1/2016,7/1/2016 0:00,FY17,8
211141,canceled,7/1/2016 0:00,Apple iPhone 6S 64GB,96499,1,96499,100147452,Mobiles & Tablets,\N,0,mygateway,7/1/2016 0:00,Gross,96499,2016,7,7/1/2016,7/1/2016 0:00,FY17,8
211142,complete,7/1/2016 0:00,"GFC_Pedestal Myga Cross Base (Special Guard) 24""",5500,1,5500,100147453,Appliances,\N,0,cod,7/1/2016 0:00,Net,5500,2016,7,7/1/2016,7/1/2016 0:00,FY17,9
211143,received,7/1/2016 0:00,BK1070200PL,210,1,366,100147454,Soghaat,\N,0,cod,7/1/2016 0:00,Valid,210,2016,7,7/1/2016,7/1/2016 0:00,FY17,10
211144,received,7/1/2016 0:00,BK1130200CF,156,1,366,100147454,Soghaat,\N,0,cod,7/1/2016 0:00,Valid,156,2016,7,7/1/2016,7/1/2016 0:00,FY17,10
211145,complete,7/1/2016 0:00,kcc_Sultanat,120,1,120,100147455,Home & Living,105259,0,ublcreditcard,7/1/2016 0:00,Net,120,2016,7,7/1/2016,7/1/2016 0:00,FY17,11
211146,complete,7/1/2016 0:00,kcc_glamour deal,320,1,0,100147456,Beauty & Grooming,\N,0,customercredit,7/1/2016 0:00,Net,320,2016,7,7/1/2016,7/1/2016 0:00,FY17,12
211147,canceled,7/1/2016 0:00,Assetmen_MD-346-M,1550,1,1550,100147457,Men's Fashion,105259,0,ublcreditcard,7/1/2016 0:00,Gross,1550,2016,7,7/1/2016,7/1/2016 0:00,FY17,11
211149,complete,7/1/2016 0:00,cr_DATES WITH CASHEW-400 GM,420,1,1270,100147458,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,420,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211150,complete,7/1/2016 0:00,UK_Gift Box Mix Dry Fruit Sweets 500 Gms,360,1,1270,100147458,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211151,complete,7/1/2016 0:00,itter_AB 1199,490,1,1270,100147458,Beauty & Grooming,R-KHW-104406,0,cod,7/1/2016 0:00,Net,490,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211152,canceled,7/1/2016 0:00,RL_B005,899.25,1,2118.25,100147459,Home & Living,\N,0,cod,7/1/2016 0:00,Gross,899,2016,7,7/1/2016,7/1/2016 0:00,FY17,14
211153,canceled,7/1/2016 0:00,bed&rest_S7,899,1,2118.25,100147459,Home & Living,\N,0,cod,7/1/2016 0:00,Gross,899,2016,7,7/1/2016,7/1/2016 0:00,FY17,14
211154,canceled,7/1/2016 0:00,L&L_LLHLE8224S,320,1,2118.25,100147459,Home & Living,\N,0,cod,7/1/2016 0:00,Gross,320,2016,7,7/1/2016,7/1/2016 0:00,FY17,14
211155,complete,7/1/2016 0:00,J&J_JJR-4,149,1,298,100147460,Kids & Baby,\N,0,cod,7/1/2016 0:00,Net,149,2016,7,7/1/2016,7/1/2016 0:00,FY17,15
211156,complete,7/1/2016 0:00,J&J_JJR-20,149,1,298,100147460,Kids & Baby,\N,0,cod,7/1/2016 0:00,Net,149,2016,7,7/1/2016,7/1/2016 0:00,FY17,15
211157,order_refunded,7/1/2016 0:00,D Lend a Helping Hand,1000,1,0,100147461,\N,\N,0,customercredit,7/1/2016 0:00,Valid,1000,2016,7,7/1/2016,7/1/2016 0:00,FY17,16
211158,order_refunded,7/1/2016 0:00,Mochika_M0001112-12,1913,1,3826,100147462,Men's Fashion,\N,0,cod,7/1/2016 0:00,Valid,1913,2016,7,7/1/2016,7/1/2016 0:00,FY17,17
211160,order_refunded,7/1/2016 0:00,Mochika_M0001112-8,1913,1,3826,100147462,Men's Fashion,\N,0,cod,7/1/2016 0:00,Valid,1913,2016,7,7/1/2016,7/1/2016 0:00,FY17,17
211162,complete,7/1/2016 0:00,SKMT_Blood Test,500,1,0,100147463,Others,\N,0,customercredit,7/1/2016 0:00,Net,500,2016,7,7/1/2016,7/1/2016 0:00,FY17,16
211163,complete,7/1/2016 0:00,SKMT_Medicine,100,5,0,100147463,Others,\N,0,customercredit,7/1/2016 0:00,Net,500,2016,7,7/1/2016,7/1/2016 0:00,FY17,16
211164,canceled,7/1/2016 0:00,sputnik_701/5-11,1500,2,3000,100147464,Men's Fashion,\N,0,cod,7/1/2016 0:00,Gross,3000,2016,7,7/1/2016,7/1/2016 0:00,FY17,18
211166,complete,7/1/2016 0:00,Ctees-Black Zip- Up Hoodie-XL,450,1,450,100147465,Kids & Baby,\N,0,cod,7/1/2016 0:00,Net,450,2016,7,7/1/2016,7/1/2016 0:00,FY17,19
211168,complete,7/1/2016 0:00,Samsung Galaxy J5,20999,1,20999,100147466,Mobiles & Tablets,R-FSD-58130,0,cod,7/1/2016 0:00,Net,20999,2016,7,7/1/2016,7/1/2016 0:00,FY17,20
211169,complete,7/1/2016 0:00,kcc_krone deal,360,1,360,100147467,Beauty & Grooming,R-FSD-58130,0,cod,7/1/2016 0:00,Net,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,20
211170,refund,7/1/2016 0:00,Veet_4,165,1,300,100147468,Beauty & Grooming,\N,82.5,cod,7/1/2016 0:00,Valid,165,2016,7,7/1/2016,7/1/2016 0:00,FY17,21
211171,refund,7/1/2016 0:00,RS_Gulab jaman Tin,435,1,300,100147468,Soghaat,\N,217.5,cod,7/1/2016 0:00,Valid,435,2016,7,7/1/2016,7/1/2016 0:00,FY17,21
211172,canceled,7/1/2016 0:00,cr_PEANUT SALTY-200 GM,90,1,940,100147469,Soghaat,\N,0,cod,7/1/2016 0:00,Gross,90,2016,7,7/1/2016,7/1/2016 0:00,FY17,22
211173,canceled,7/1/2016 0:00,Oriflame_21557,850,1,940,100147469,Beauty & Grooming,\N,0,cod,7/1/2016 0:00,Gross,850,2016,7,7/1/2016,7/1/2016 0:00,FY17,22
211174,complete,7/1/2016 0:00,JBS_TAT-128,3672,1,3672,100147470,Home & Living,\N,0,cod,7/1/2016 0:00,Net,3672,2016,7,7/1/2016,7/1/2016 0:00,FY17,23
211175,complete,7/1/2016 0:00,cr_PEANUT SALTY-200 GM,90,1,740,100147471,Soghaat,\N,19.15,cod,7/1/2016 0:00,Net,90,2016,7,7/1/2016,7/1/2016 0:00,FY17,22
211176,complete,7/1/2016 0:00,Oriflame_21557,850,1,740,100147471,Beauty & Grooming,\N,180.85,cod,7/1/2016 0:00,Net,850,2016,7,7/1/2016,7/1/2016 0:00,FY17,22
211177,order_refunded,7/1/2016 0:00,Ajmery_BRR-590-M,899,1,899,100147472,Men's Fashion,\N,0,cod,7/1/2016 0:00,Valid,899,2016,7,7/1/2016,7/1/2016 0:00,FY17,24
211179,canceled,7/1/2016 0:00,HOS_GUCFW75,7400,1,11000,100147473,Beauty & Grooming,\N,0,mygateway,7/1/2016 0:00,Gross,7400,2016,7,7/1/2016,7/1/2016 0:00,FY17,25
211180,canceled,7/1/2016 0:00,Lexon_LL116B-Blue,3600,1,11000,100147473,Mobiles & Tablets,\N,0,mygateway,7/1/2016 0:00,Gross,3600,2016,7,7/1/2016,7/1/2016 0:00,FY17,25
211182,complete,7/1/2016 0:00,kcc_Fantasy Perfumed Talcum Powder-200gm,143,1,168,100147474,Beauty & Grooming,\N,77.72,cod,7/1/2016 0:00,Net,143,2016,7,7/1/2016,7/1/2016 0:00,FY17,22
211184,complete,7/1/2016 0:00,2Zee_SC6,225,1,168,100147474,Beauty & Grooming,\N,122.28,cod,7/1/2016 0:00,Net,225,2016,7,7/1/2016,7/1/2016 0:00,FY17,22
211185,complete,7/1/2016 0:00,Q MOBILE Noir X20,4500,1,4500,100147475,Mobiles & Tablets,\N,0,cod,7/1/2016 0:00,Net,4500,2016,7,7/1/2016,7/1/2016 0:00,FY17,26
211186,canceled,7/1/2016 0:00,rehaab_RJ160047,3156,1,6152,100147476,Women's Fashion,\N,0,cod,7/1/2016 0:00,Gross,3156,2016,7,7/1/2016,7/1/2016 0:00,FY17,27
211187,canceled,7/1/2016 0:00,Farah_3-B,2996,1,6152,100147476,Women's Fashion,\N,0,cod,7/1/2016 0:00,Gross,2996,2016,7,7/1/2016,7/1/2016 0:00,FY17,27
211188,canceled,7/1/2016 0:00,RS_Sohan Halwa Tin,300,2,2210,100147477,Soghaat,\N,0,cod,7/1/2016 0:00,Gross,600,2016,7,7/1/2016,7/1/2016 0:00,FY17,28
211189,canceled,7/1/2016 0:00,UK_Soan Papdi Original 250 Gms,150,2,2210,100147477,Soghaat,\N,0,cod,7/1/2016 0:00,Gross,300,2016,7,7/1/2016,7/1/2016 0:00,FY17,28
211190,canceled,7/1/2016 0:00,UK_Gift Box Soghaat 500 Gms,465,2,2210,100147477,Soghaat,\N,0,cod,7/1/2016 0:00,Gross,930,2016,7,7/1/2016,7/1/2016 0:00,FY17,28
211191,canceled,7/1/2016 0:00,RS_Double Delight,380,1,2210,100147477,Soghaat,\N,0,cod,7/1/2016 0:00,Gross,380,2016,7,7/1/2016,7/1/2016 0:00,FY17,28
211192,canceled,7/1/2016 0:00,Al Muhafiz Sohan Halwa Almond,350,1,350,100147478,Soghaat,\N,0,cod,7/1/2016 0:00,Gross,350,2016,7,7/1/2016,7/1/2016 0:00,FY17,29
211193,complete,7/1/2016 0:00,UK_Gift Box Baklawa 500 Gms,425,1,425,100147479,Soghaat,\N,0,cod,7/1/2016 0:00,Net,425,2016,7,7/1/2016,7/1/2016 0:00,FY17,30
211194,complete,7/1/2016 0:00,sputnik_2146/6-8,850,1,850,100147480,Women's Fashion,\N,0,cod,7/1/2016 0:00,Net,850,2016,7,7/1/2016,7/1/2016 0:00,FY17,31
211196,complete,7/1/2016 0:00,kkc_Kingtox 450ml Classic Green All Insect Killer Spray,251,1,251,100147481,Home & Living,C-PEW-104656,0,cod,7/1/2016 0:00,Net,251,2016,7,7/1/2016,7/1/2016 0:00,FY17,32
211197,order_refunded,7/1/2016 0:00,kcc_krone deal,360,1,360,100147482,Beauty & Grooming,C-Rwp-101853,0,cod,7/1/2016 0:00,Valid,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,33
211198,complete,7/1/2016 0:00,Al Muhafiz Sohan Halwa Walnut,510,1,835,100147483,Soghaat,\N,0,cod,7/1/2016 0:00,Net,510,2016,7,7/1/2016,7/1/2016 0:00,FY17,34
211199,complete,7/1/2016 0:00,RS_Honey Dry Fruit Halwa,325,1,835,100147483,Soghaat,\N,0,cod,7/1/2016 0:00,Net,325,2016,7,7/1/2016,7/1/2016 0:00,FY17,34
211200,complete,7/1/2016 0:00,itter_AB 1214,300,1,300,100147484,Beauty & Grooming,C-ISB-47491,0,cod,7/1/2016 0:00,Net,300,2016,7,7/1/2016,7/1/2016 0:00,FY17,35
211202,order_refunded,7/1/2016 0:00,Eco Star_40U557,30417,1,30417,100147486,Entertainment,c-uet-44938,0,cod,7/1/2016 0:00,Valid,30417,2016,7,7/1/2016,7/1/2016 0:00,FY17,36
211201,order_refunded,7/1/2016 0:00,kcc_krone deal,360,1,360,100147485,Beauty & Grooming,C-RWP-103867,0,cod,7/1/2016 0:00,Valid,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,33
211203,complete,7/1/2016 0:00,Al Muhafiz Sohan Halwa Almond,350,2,700,100147487,Soghaat,\N,0,cod,7/1/2016 0:00,Net,700,2016,7,7/1/2016,7/1/2016 0:00,FY17,37
211204,complete,7/1/2016 0:00,Orient_OR-6057 GX LGFD LV,45250,1,45250,100147488,Appliances,R-KHS-104405,0,cod,7/1/2016 0:00,Net,45250,2016,7,7/1/2016,7/1/2016 0:00,FY17,38
211205,canceled,7/1/2016 0:00,HOS_JPGCW100,8100,3,24588,100147489,Beauty & Grooming,104835,0,cod,7/1/2016 0:00,Gross,24300,2016,7,7/1/2016,7/1/2016 0:00,FY17,39
211206,canceled,7/1/2016 0:00,kkc_Jasmine King Air Freshener,144,2,24588,100147489,Home & Living,104835,0,cod,7/1/2016 0:00,Gross,288,2016,7,7/1/2016,7/1/2016 0:00,FY17,39
211207,complete,7/1/2016 0:00,asimjofaeanew_5A,5597,1,5597,100147490,Women's Fashion,R-KHS-104405,0,cod,7/1/2016 0:00,Net,5597,2016,7,7/1/2016,7/1/2016 0:00,FY17,40
211208,order_refunded,7/1/2016 0:00,ajmery_F9-981,999,1,999,100147491,Men's Fashion,C-ISB-105964,0,cod,7/1/2016 0:00,Valid,999,2016,7,7/1/2016,7/1/2016 0:00,FY17,35
211209,refund,7/1/2016 0:00,hijabh_JILBAB-C (1)-52x,4950,1,4950,100147492,Women's Fashion,R-KHS-104405,0,cod,7/1/2016 0:00,Valid,4950,2016,7,7/1/2016,7/1/2016 0:00,FY17,40
211211,order_refunded,7/1/2016 0:00,noritake_NTM163M,805,1,805,100147493,Home & Living,865116,0,cod,7/1/2016 0:00,Valid,805,2016,7,7/1/2016,7/1/2016 0:00,FY17,41
211212,complete,7/1/2016 0:00,kcc_krone deal,360,1,360,100147494,Beauty & Grooming,C-ISB-40310,0,cod,7/1/2016 0:00,Net,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,35
211213,order_refunded,7/1/2016 0:00,RS_Habshi Halwa Tin,280,1,280,100147495,Soghaat,C-ISB-102148,0,cod,7/1/2016 0:00,Valid,280,2016,7,7/1/2016,7/1/2016 0:00,FY17,35
211214,canceled,7/1/2016 0:00,sentiments_WRK1612,1,1,1,100147496,\N,C-RWP-102627,0,cod,7/1/2016 0:00,Gross,1,2016,7,7/1/2016,7/1/2016 0:00,FY17,33
211215,order_refunded,7/1/2016 0:00,bata_comfit-8613714-43-9,999,1,999,100147497,Men's Fashion,R-PEW-41424,0,cod,7/1/2016 0:00,Valid,999,2016,7,7/1/2016,7/1/2016 0:00,FY17,42
211217,complete,7/1/2016 0:00,kcc_krone deal,360,1,360,100147498,Beauty & Grooming,C-MUX-33202,0,cod,7/1/2016 0:00,Net,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211218,order_refunded,7/1/2016 0:00,Al Muhafiz Sohan Halwa Almond,350,1,350,100147499,Soghaat,C-KHS-44926,0,cod,7/1/2016 0:00,Valid,350,2016,7,7/1/2016,7/1/2016 0:00,FY17,44
211219,order_refunded,7/1/2016 0:00,Al Muhafiz Sohan Halwa Almond,350,1,350,100147500,Soghaat,C-KHS-44926,0,cod,7/1/2016 0:00,Valid,350,2016,7,7/1/2016,7/1/2016 0:00,FY17,44
211220,complete,7/1/2016 0:00,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760,1,1195,100147501,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,760,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211221,complete,7/1/2016 0:00,RS_Gulab jaman Tin,435,1,1195,100147501,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,435,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211222,canceled,7/1/2016 0:00,sentiments_WRK1612,1,5,5,100147502,\N,C-RWP-66032,0,cod,7/1/2016 0:00,Gross,5,2016,7,7/1/2016,7/1/2016 0:00,FY17,33
211223,canceled,7/1/2016 0:00,sentiments_WRK1612,1,2,2,100147503,\N,C-RWP-31924,0,cod,7/1/2016 0:00,Gross,2,2016,7,7/1/2016,7/1/2016 0:00,FY17,33
211225,canceled,7/1/2016 0:00,sentiments_WRK1612,1,1,1,100147505,\N,C-RWP-102627,0,cod,7/1/2016 0:00,Gross,1,2016,7,7/1/2016,7/1/2016 0:00,FY17,33
211224,received,7/1/2016 0:00,kcc_krone deal,360,1,360,100147504,Beauty & Grooming,C-MUX-106279,0,cod,7/1/2016 0:00,Valid,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211226,received,7/1/2016 0:00,kcc_glamour deal,320,1,320,100147506,Beauty & Grooming,C-MUX-106279,0,cod,7/1/2016 0:00,Valid,320,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211227,complete,7/1/2016 0:00,RS_Gulab jaman Tin,435,1,1195,100147507,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,435,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211228,complete,7/1/2016 0:00,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760,1,1195,100147507,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,760,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211229,received,7/1/2016 0:00,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147508,Beauty & Grooming,C-MUX-106279,0,cod,7/1/2016 0:00,Valid,240,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211230,received,7/1/2016 0:00,kcc_krone deal,360,1,360,100147509,Beauty & Grooming,C-MUX-106279,0,cod,7/1/2016 0:00,Valid,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211231,order_refunded,7/1/2016 0:00,Inoxy_Inoxy Hair Miracle Elixir,1875,1,1875,100147510,Beauty & Grooming,\N,0,cod,7/1/2016 0:00,Valid,1875,2016,7,7/1/2016,7/1/2016 0:00,FY17,45
211232,complete,7/1/2016 0:00,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760,1,1195,100147511,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,760,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211233,complete,7/1/2016 0:00,RS_Chum Chum Tin,435,1,1195,100147511,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,435,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211234,received,7/1/2016 0:00,kcc_krone deal,360,1,360,100147512,Beauty & Grooming,C-MUX-43032,0,cod,7/1/2016 0:00,Valid,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211235,received,7/1/2016 0:00,kcc_krone deal,360,1,360,100147513,Beauty & Grooming,C-MUX-43032,0,cod,7/1/2016 0:00,Valid,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211236,complete,7/1/2016 0:00,RS_Chum Chum Tin,435,1,1195,100147514,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,435,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211237,complete,7/1/2016 0:00,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760,1,1195,100147514,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,760,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211238,received,7/1/2016 0:00,kcc_glamour deal,320,1,320,100147515,Beauty & Grooming,C-MUX-106279,0,cod,7/1/2016 0:00,Valid,320,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211239,complete,7/1/2016 0:00,Dany_AUK-650 ,4200,1,4200,100147516,Mobiles & Tablets,R-LHW-105666,0,cod,7/1/2016 0:00,Net,4200,2016,7,7/1/2016,7/1/2016 0:00,FY17,46
211240,complete,7/1/2016 0:00,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760,1,1195,100147517,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,760,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211241,complete,7/1/2016 0:00,RS_Chum Chum Tin,435,1,1195,100147517,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,435,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211242,complete,7/1/2016 0:00,urban_ PT004-L,550,1,550,100147518,\N,C-PEW-105784,0,cod,7/1/2016 0:00,Net,550,2016,7,7/1/2016,7/1/2016 0:00,FY17,47
211244,complete,7/1/2016 0:00,jackpot_JP-7999,1230,1,1230,100147519,Appliances,\N,0,cod,7/1/2016 0:00,Net,1230,2016,7,7/1/2016,7/1/2016 0:00,FY17,48
211245,complete,7/1/2016 0:00,RS_Chum Chum Tin,435,1,1195,100147520,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,435,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211246,complete,7/1/2016 0:00,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760,1,1195,100147520,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,760,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211247,complete,7/1/2016 0:00,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760,1,1195,100147521,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,760,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211248,complete,7/1/2016 0:00,RS_Chum Chum Tin,435,1,1195,100147521,Soghaat,R-KHW-104406,0,cod,7/1/2016 0:00,Net,435,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211249,received,7/1/2016 0:00,kcc_glamour deal,320,1,320,100147522,Beauty & Grooming,C-MUX-48271,0,cod,7/1/2016 0:00,Valid,320,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211250,received,7/1/2016 0:00,kcc_glamour deal,320,1,320,100147523,Beauty & Grooming,C-MUX-48271,0,cod,7/1/2016 0:00,Valid,320,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211251,canceled,7/1/2016 0:00,Al Muhafiz Sohan Halwa Walnut,510,1,880,100147524,Soghaat,\N,0,ublcreditcard,7/1/2016 0:00,Gross,510,2016,7,7/1/2016,7/1/2016 0:00,FY17,49
211252,canceled,7/1/2016 0:00,UK_Gift Box Pistachio Delight 500 Gms,370,1,880,100147524,Soghaat,\N,0,ublcreditcard,7/1/2016 0:00,Gross,370,2016,7,7/1/2016,7/1/2016 0:00,FY17,49
211253,canceled,7/1/2016 0:00,test_tcsconnect,2,1,2,100147525,\N,\N,0,cod,7/1/2016 0:00,Gross,2,2016,7,7/1/2016,7/1/2016 0:00,FY17,50
211254,received,7/1/2016 0:00,kcc_glamour deal,320,1,320,100147526,Beauty & Grooming,C-MUX-48271,0,cod,7/1/2016 0:00,Valid,320,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211255,received,7/1/2016 0:00,kcc_krone deal,360,4,1440,100147527,Beauty & Grooming,C-MUX-48271,0,cod,7/1/2016 0:00,Valid,1440,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211256,complete,7/1/2016 0:00,kcc_krone deal,360,1,360,100147528,Beauty & Grooming,C-MUX-48271,0,cod,7/1/2016 0:00,Net,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211257,complete,7/1/2016 0:00,kcc_glamour deal,320,1,320,100147529,Beauty & Grooming,C-MUX-48271,0,cod,7/1/2016 0:00,Net,320,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211258,order_refunded,7/1/2016 0:00,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147530,Beauty & Grooming,C-MUX-48271,0,cod,7/1/2016 0:00,Valid,240,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211259,canceled,7/1/2016 0:00,Al Muhafiz Sohan Halwa Almond,350,1,350,100147531,Soghaat,\N,0,cod,7/1/2016 0:00,Gross,350,2016,7,7/1/2016,7/1/2016 0:00,FY17,51
211260,canceled,7/1/2016 0:00,sst_Lyquin-Regular fit-Large,1950,1,2745,100147532,Men's Fashion,\N,0,ublcreditcard,7/1/2016 0:00,Gross,1950,2016,7,7/1/2016,7/1/2016 0:00,FY17,52
211262,canceled,7/1/2016 0:00,Fcafe_11777-L,795,1,2745,100147532,Men's Fashion,\N,0,ublcreditcard,7/1/2016 0:00,Gross,795,2016,7,7/1/2016,7/1/2016 0:00,FY17,52
211264,complete,7/1/2016 0:00,LC_359547105042,4750,1,12150,100147533,Beauty & Grooming,R-KHW-104406,0,cod,7/1/2016 0:00,Net,4750,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211265,complete,7/1/2016 0:00,LC_3349668508587,7400,1,12150,100147533,Beauty & Grooming,R-KHW-104406,0,cod,7/1/2016 0:00,Net,7400,2016,7,7/1/2016,7/1/2016 0:00,FY17,13
211266,complete,7/1/2016 0:00,kcc_glamour deal,320,1,320,100147534,Beauty & Grooming,C-MUX-48271,0,cod,7/1/2016 0:00,Net,320,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211267,complete,7/1/2016 0:00,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100147535,Beauty & Grooming,C-MUX-48271,0,cod,7/1/2016 0:00,Net,240,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211268,order_refunded,7/1/2016 0:00,RS_pheni Desi Ghee 1 kg ,520,1,520,100147536,Soghaat,C-KHS-31122,0,cashatdoorstep,7/1/2016 0:00,Valid,520,2016,7,7/1/2016,7/1/2016 0:00,FY17,44
211269,order_refunded,7/1/2016 0:00,RS_pheni Desi Ghee 1 kg ,520,1,520,100147537,Soghaat,C-KHS-31122,0,cashatdoorstep,7/1/2016 0:00,Valid,520,2016,7,7/1/2016,7/1/2016 0:00,FY17,44
211270,complete,7/1/2016 0:00,kcc_glamour deal,320,1,320,100147538,Beauty & Grooming,C-MUX-48271,0,cod,7/1/2016 0:00,Net,320,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211271,complete,7/1/2016 0:00,kcc_krone deal,360,1,360,100147539,Beauty & Grooming,C-MUX-48271,0,cod,7/1/2016 0:00,Net,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211272,complete,7/1/2016 0:00,kcc_krone deal,360,1,360,100147540,Beauty & Grooming,C-MUX-48271,0,cod,7/1/2016 0:00,Net,360,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
211273,complete,7/1/2016 0:00,kcc_glamour deal,320,1,320,100147541,Beauty & Grooming,C-MUX-48271,0,cod,7/1/2016 0:00,Net,320,2016,7,7/1/2016,7/1/2016 0:00,FY17,43
